Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term,Loan_Status,Loan_Start_Date,Loan_Type,Property_Value,Down_Payment
34879,48372,174390,2.84,25,Closed,2024-01-12,Variable,662484,56713
34880,8336,430997,3.11,15,Closed,2022-04-18,Variable,442167,8191
34881,32953,444634,8.18,15,Active,2024-08-22,Fixed,487110,11940
34882,43834,179805,6.43,15,Active,2022-04-04,Fixed,340787,39876
34883,5021,107134,3.31,25,Closed,2024-04-05,Fixed,250945,30061
34884,41651,120411,8.34,25,Active,2024-04-12,Variable,327021,69934
34885,45593,,6.21,25,Closed,2023-09-08,Variable,223324,57934
34886,2477,275495,2.59,25,Active,2022-10-15,Fixed,446112,20802
34887,44816,195511,9.17,25,Active,2022-11-23,Fixed,487534,85109
34888,4632,123880,10.03,30,Active,2021-09-16,Fixed,555135,37583
34889,15324,303605,3.47,30,Active,2024-07-10,Variable,687912,32773
34890,47413,209175,4.38,25,Closed,2021-12-24,Variable,175929,58721
34891,21621,413943,9.28,20,Active,2024-10-20,Variable,667648,85814
34892,14643,354055,8.8,25,Closed,2020-10-09,Fixed,252294,48460
34893,47341,222339,3.07,15,Closed,2024-04-20,Fixed,606387,11156
34894,43786,392324,2.94,15,Active,2024-12-22,Variable,751392,11594
34895,45841,93032,4.29,25,Active,2023-04-26,Variable,352578,66514
34896,37890,385511,5.54,20,Closed,2024-08-04,Fixed,184315,79273
34897,49084,316274,8.28,15,Active,2024-07-31,Variable,565810,27805
34898,47963,210839,7.07,20,Active,2024-01-03,Fixed,520467,68587
34899,22042,344656,4.84,15,Active,2020-08-12,Variable,514497,34078
34900,10565,233923,10.07,30,Active,2025-02-08,Fixed,747384,70910
34901,20979,,7.26,15,Active,2023-02-12,Fixed,258444,76563
34902,7937,190109,8.72,25,Active,2020-11-13,Variable,264789,30966
34903,39506,235339,7.12,25,Closed,2022-10-25,Fixed,633841,53886
34904,28176,497417,9.95,15,Active,2019-07-03,Fixed,442136,78533
34905,34832,388083,5.05,30,Active,2020-01-19,Fixed,618976,54577
34906,7089,103577,3.37,30,Active,2022-01-01,Variable,112330,26766
34907,36763,315543,7.41,20,Closed,2021-11-08,Fixed,536446,34992
34908,28427,255724,7.97,15,Active,2023-03-09,Variable,411048,84559
34909,38803,111666,7.95,15,Active,2020-04-02,Fixed,682529,14791
34910,9809,144205,9.87,25,Active,2021-04-11,Variable,144100,77929
34911,21093,307964,5.67,30,Active,2019-06-10,Fixed,505409,45281
34912,42686,211130,7.79,25,Active,2024-02-06,Fixed,521661,70040
34913,21094,160595,7.02,20,Closed,2019-03-09,Variable,496480,75458
34914,30856,493203,6.72,25,Active,2021-06-10,Variable,452749,34461
34915,25052,197421,6.82,25,Active,2022-12-08,Variable,512972,84283
34916,19271,118149,3.07,30,Closed,2021-11-07,Variable,330118,52300
34917,40238,239773,10.3,30,Active,2023-04-20,Variable,488055,79861
34918,4391,383706,9.11,25,Active,2024-08-05,Variable,383901,53946
34919,7023,170535,6.07,25,Active,2019-08-07,Variable,141890,18439
34920,41311,132993,4.1,20,Active,2021-06-18,Variable,422406,53060
34921,15819,398407,5.9,20,Active,2021-02-28,Variable,327557,65330
34922,49540,437258,8.86,25,Active,2021-10-15,Variable,631716,39099
34923,29608,419054,9.01,15,Active,2021-11-03,Fixed,208428,44001
34924,49014,188521,7.89,20,Closed,2019-11-01,Fixed,618980,13016
34925,15126,107079,2.52,15,Active,2020-04-28,Variable,689039,91688
34926,42353,281500,9.01,15,Active,2019-07-18,Variable,453342,96168
34927,49149,420041,8.27,25,Active,2019-07-17,Variable,436657,40224
34928,23647,149668,6.03,25,Active,2024-11-11,Fixed,608657,14399
34929,36972,467780,4.18,30,Active,2019-05-09,Fixed,682511,62360
34930,7435,171223,9.62,15,Closed,2020-12-19,Variable,154094,15232
34931,7502,273089,7.69,30,Active,2019-09-04,Fixed,298534,24599
34932,1656,433662,9.67,30,Active,2022-03-22,Fixed,330600,77241
34933,8031,61948,5.72,30,Active,2024-07-08,Variable,793439,74134
34934,38196,240962,10.22,30,Active,2021-08-07,Fixed,351071,54148
34935,19857,455197,10.2,30,Active,2019-12-04,Variable,192778,26958
34936,49982,182205,3.7,30,Closed,2022-07-14,Fixed,786199,16022
34937,36993,165771,5.64,30,Active,2022-08-11,Fixed,409331,84591
34938,27213,335182,8.33,25,Active,2021-06-26,Variable,777206,65012
34939,3404,93986,8.69,25,Closed,2021-04-27,Fixed,551738,61352
34940,26979,,7.12,15,Closed,2024-03-13,Fixed,484004,8060
34941,11375,458549,3.34,20,Active,2023-05-22,Fixed,218204,19949
34942,40848,105956,6.69,15,Closed,2024-09-21,Fixed,297845,60994
34943,4056,368633,6.66,25,Active,2020-05-04,Fixed,560946,39797
34944,45310,268082,5.48,30,Closed,2020-03-18,Variable,787833,16205
34945,881,140751,9.03,30,Active,2023-10-07,Variable,568564,26221
34946,44872,182310,9.57,15,Active,2023-12-19,Fixed,128134,83075
34947,49246,422933,4.9,20,Active,2024-03-13,Fixed,360791,14737
34948,28708,159203,9.64,20,Active,2021-12-03,Fixed,624607,91444
34949,13697,407547,8.04,15,Closed,2020-10-20,Fixed,268951,7061
34950,37467,177812,4.63,15,Closed,2019-03-22,Fixed,508904,84286
34951,85,431808,7.94,15,Active,2022-08-12,Fixed,771247,29996
34952,7203,276504,6.04,30,Active,2019-11-30,Fixed,718481,31535
34953,5844,86625,7.24,15,Closed,2023-02-24,Variable,213548,52244
34954,1259,200561,7.38,15,Closed,2024-05-23,Fixed,791791,86339
34955,17361,389107,5.88,25,Active,2023-09-08,Variable,104031,75033
34956,3264,105771,7.85,20,Closed,2023-03-09,Variable,394071,31197
34957,47179,275417,8.7,25,Active,2022-02-14,Variable,680879,75470
34958,22615,442581,5.26,25,Active,2023-09-15,Fixed,368437,77244
34959,37842,234959,9.43,15,Active,2022-03-19,Variable,794939,35110
34960,23168,177861,5.33,25,Active,2020-10-21,Fixed,138704,48935
34961,30446,365485,7.53,25,Active,2022-07-07,Fixed,718567,8902
34962,26978,362442,9.82,20,Closed,2022-03-18,Variable,267007,19751
34963,5021,75054,3.71,30,Active,2021-09-04,Fixed,613092,5953
34964,36898,78099,5.56,20,Active,2023-12-11,Variable,232386,68990
34965,8462,141446,5.78,30,Active,2023-10-05,Variable,427552,33093
34966,33742,291915,5.79,25,Active,2024-01-19,Fixed,158961,25602
34967,23479,85591,3.93,20,Active,2025-02-27,Variable,683034,81825
34968,44443,345293,6.8,15,Active,2020-11-29,Fixed,126785,51149
34969,23706,160691,8.45,15,Active,2021-12-21,Fixed,628933,88563
34970,7253,294188,9.91,25,Active,2021-12-07,Variable,459544,49270
34971,4936,471774,2.94,30,Active,2021-02-14,Fixed,262216,70347
34972,41871,200531,9.87,20,Active,2024-07-20,Fixed,332094,18441
34973,10314,156930,7.77,25,Closed,2020-03-08,Variable,201972,88943
34974,5883,58989,3.5,30,Active,2019-03-16,Variable,570825,80555
34975,21068,398590,9.68,25,Closed,2021-06-24,Fixed,738162,22314
34976,39662,82411,8.46,30,Closed,2020-08-27,Variable,229956,8451
34977,44686,296909,4.74,25,Active,2019-04-02,Fixed,153622,82785
34978,27616,313165,9.8,15,Active,2022-11-16,Fixed,473193,50044
34979,27090,448292,7.37,30,Active,2024-10-14,Fixed,781890,59189
34980,32671,166848,8.55,15,Active,2024-12-20,Fixed,634909,42466
34981,15171,478523,6.54,25,Active,2020-09-11,Variable,574005,24142
34982,3832,118087,8.67,15,Closed,2024-01-14,Fixed,594587,82156
34983,48967,486921,5.7,30,Active,2024-03-15,Variable,495290,75825
34984,29273,50626,9.82,20,Active,2021-02-13,Variable,269964,50152
34985,41673,316751,8.82,25,Active,2021-12-03,Variable,447379,29956
34986,9948,242181,6.98,20,Active,2019-03-13,Fixed,149297,80488
34987,24710,379592,8.58,20,Active,2023-11-23,Variable,258576,56255
34988,26657,422654,3.49,25,Active,2021-05-26,Fixed,618265,68832
34989,1519,82709,6.12,20,Closed,2023-02-04,Fixed,584193,9319
34990,5663,298808,3.6,25,Active,2023-11-17,Fixed,152180,83524
34991,8738,287736,3.96,25,Active,2019-11-01,Variable,381110,13375
34992,16617,53050,7.92,25,Active,2024-11-13,Variable,287938,38155
34993,1158,405667,9.81,20,Active,2023-06-26,Variable,727760,22179
34994,9951,493919,3.15,30,Active,2020-05-02,Fixed,512998,22960
34995,30166,484525,5.33,30,Active,2023-12-24,Fixed,285344,25548
34996,20533,155896,8.09,15,Closed,2022-03-25,Fixed,251295,82576
34997,20695,304050,3.57,30,Closed,2021-09-15,Variable,599592,59408
34998,15755,430895,7.37,15,Active,2023-08-08,Variable,396440,95490
34999,27982,437386,4.04,20,Active,2021-11-29,Variable,252095,57172
35000,35731,97643,3.89,25,Active,2021-09-29,Fixed,355291,73279
35001,31298,415279,3.71,15,Active,2019-10-13,Variable,446022,28727
35002,5485,240287,9.01,30,Active,2019-09-03,Variable,694401,40160
35003,16965,269149,2.55,30,Active,2022-10-27,Variable,434880,49993
35004,21995,293780,3.43,20,Active,2022-10-31,Fixed,369440,33852
35005,13439,384396,2.98,25,Closed,2023-08-22,Fixed,439280,60410
35006,26613,458836,8.7,25,Active,2019-03-20,Fixed,450687,26244
35007,23898,482571,2.64,20,Active,2024-04-23,Variable,403249,85491
35008,16306,388525,8.68,25,Closed,2021-10-04,Fixed,350550,23669
35009,17791,288799,4.33,30,Closed,2024-10-28,Fixed,204095,47340
35010,9557,53354,6.55,15,Closed,2020-07-16,Fixed,575880,83926
35011,45175,148473,5.08,30,Closed,2023-06-11,Fixed,145336,96927
35012,17981,407982,10.45,20,Active,2021-02-01,Fixed,535697,82046
35013,24547,429992,9.69,15,Active,2023-06-27,Fixed,786388,45252
35014,42754,222053,8.29,30,Active,2019-02-03,Variable,608304,72699
35015,34107,222505,9.65,15,Closed,2022-04-24,Variable,742897,8511
35016,19261,264864,8.83,30,Closed,2024-04-29,Variable,186232,30582
35017,12522,313662,4.99,20,Closed,2023-02-10,Fixed,671930,76250
35018,12009,152501,4.6,20,Unknown,2024-06-10,Fixed,656106,57865
35019,22706,374125,5.48,30,Active,2024-10-15,Fixed,131299,17395
35020,49968,451181,7.12,25,Active,2021-05-08,Variable,222946,58713
35021,20043,199190,5.09,15,Active,2022-11-12,Variable,624117,91903
35022,36124,97030,5.04,15,Active,2022-04-21,Variable,517112,30708
35023,27469,373007,10.03,15,Closed,2021-08-05,Variable,141788,20012
35024,41486,154178,4.59,25,Closed,2024-09-20,Variable,641633,15760
35025,26037,339627,6.06,30,Closed,2024-11-26,Variable,488671,23950
35026,10426,71234,6.65,25,Active,2022-05-12,Fixed,723759,7337
35027,45845,,10.05,20,Closed,2021-11-28,Fixed,460250,50947
35028,49357,210170,7.43,30,Active,2022-04-02,Variable,524437,36902
35029,34346,320295,7.82,25,Active,2020-07-17,Fixed,510534,35054
35030,11193,52384,3.76,30,Active,2020-09-26,Variable,271015,70510
35031,24548,353488,5.53,30,Closed,2019-08-18,Variable,442049,23723
35032,38941,489858,3.42,30,Active,2019-07-17,Fixed,468210,58663
35033,22792,391976,3.32,20,Active,2024-11-12,Variable,189252,65508
35034,3331,130767,9.86,25,Active,2021-03-29,Variable,741328,34369
35035,2862,74988,9.72,25,Closed,2023-07-06,Variable,113163,82823
35036,5758,239271,7.08,30,Closed,2024-04-16,Variable,157762,52615
35037,46984,344395,4.31,30,Active,2024-01-20,Variable,621176,94435
35038,13,494505,3.48,30,Closed,2023-03-30,Fixed,288233,54974
35039,19742,472522,7.49,20,Closed,2021-06-11,Variable,696345,23906
35040,47856,435033,3.04,15,Closed,2019-07-16,Fixed,504690,61690
35041,39573,262322,8.7,30,Active,2023-01-18,Fixed,617625,14017
35042,34754,414437,6.23,30,Active,2025-01-19,Fixed,492329,66501
35043,21003,322904,4.74,30,Closed,2020-06-09,Variable,522456,98395
35044,27910,235690,3.4,15,Closed,2022-02-24,Variable,358744,56126
35045,38750,188590,4.21,15,Active,2021-03-10,Variable,298577,22934
35046,46507,175959,4.66,15,Active,2023-09-10,Variable,473025,32613
35047,20975,333194,10.26,30,Unknown,2021-10-25,Variable,120447,7455
35048,24488,236338,8.48,30,Closed,2021-08-30,Fixed,210666,17670
35049,33342,380211,8.72,30,Active,2022-11-18,Fixed,524399,5458
35050,3521,238639,4.81,30,Closed,2022-02-13,Fixed,185222,67143
35051,5000,206647,3.02,25,Active,2025-02-06,Fixed,796357,48654
35052,8549,495784,7.27,30,Closed,2023-07-12,Fixed,180747,45089
35053,43816,486330,5.01,30,Closed,2021-03-06,Variable,311812,61840
35054,5912,428075,7.45,20,Active,2024-02-13,Fixed,597994,31333
35055,14106,292156,7.92,30,Closed,2019-06-11,Variable,139568,89816
35056,9406,75529,8.24,30,Active,2024-06-12,Fixed,473314,32326
35057,13283,215465,9.13,20,Active,2019-08-06,Fixed,799877,12010
35058,364,449752,3.18,20,Closed,2023-06-19,Variable,402859,29772
35059,23138,176367,2.57,30,Closed,2021-04-30,Variable,730235,80658
35060,47544,412771,3.99,15,Active,2020-08-09,Fixed,317345,28214
35061,48473,248474,4.24,25,Active,2020-06-07,Fixed,305854,37615
35062,22662,151500,8.34,15,Closed,2022-10-11,Fixed,403743,30232
35063,11266,252251,6.78,25,Closed,2023-10-28,Fixed,115793,13998
35064,16068,292855,9.74,25,Active,2024-07-02,Variable,200128,14694
35065,34628,353500,7.72,15,Active,2024-12-19,Fixed,231116,69602
35066,49400,59362,7.21,15,Active,2019-04-24,Variable,316686,11860
35067,18832,390537,3.99,30,Active,2023-05-10,Fixed,711557,18563
35068,37895,221680,4.16,30,Closed,2024-02-22,Fixed,752809,86188
35069,31686,362861,10.19,25,Active,2023-12-13,Fixed,673115,30377
35070,25205,103408,4.1,20,Active,2020-04-28,Variable,324593,55720
35071,2323,386645,6.5,25,Closed,2021-01-06,Variable,767323,7922
35072,16040,386977,4.77,20,Active,2023-03-14,Variable,331719,59331
35073,45764,302834,5.37,15,Active,2023-10-29,Fixed,381224,75179
35074,42579,471394,7.58,15,Active,2025-02-15,Variable,726909,66899
35075,48230,371622,6.61,25,Closed,2019-08-25,Variable,667422,34867
35076,48003,266193,9.64,15,Active,2024-11-08,Fixed,634359,68715
35077,38859,76507,7.31,30,Active,2023-05-13,Fixed,359135,71987
35078,4235,451341,4.18,30,Active,2022-08-16,Fixed,401998,20614
35079,19333,302429,9.04,30,Active,2021-11-06,Variable,547697,73305
35080,17582,148301,4.61,20,Active,2019-08-17,Fixed,158276,86386
35081,27297,163714,9.45,15,Active,2023-03-31,Fixed,413267,7998
35082,29992,,5.95,15,Closed,2022-09-23,Fixed,514382,33995
35083,43134,376813,7.62,20,Closed,2022-05-07,Fixed,126764,51693
35084,22824,123405,4.15,30,Closed,2022-04-14,Fixed,535534,60509
35085,44748,486513,3.07,15,Active,2023-06-02,Fixed,609814,47310
35086,12964,200963,6.08,30,Active,2020-04-23,Fixed,469173,12283
35087,10908,371485,9.35,30,Active,2024-07-22,Variable,484339,41344
35088,2669,148982,6.3,15,Closed,2019-04-08,Variable,223019,17408
35089,2909,351944,5.23,15,Active,2024-10-30,Variable,745007,63922
35090,14136,212789,8.27,25,Active,2019-05-30,Fixed,125379,18876
35091,5958,382298,9.34,20,Active,2021-01-17,Variable,312542,83578
35092,44597,180403,9.65,25,Closed,2019-12-12,Fixed,414951,68054
35093,37803,130013,3.63,15,Active,2024-07-13,Fixed,249470,61177
35094,23902,259756,4.65,30,Active,2021-08-04,Fixed,540112,89128
35095,23603,405696,2.65,30,Closed,2023-09-05,Fixed,570950,29473
35096,6860,207560,8.69,30,Active,2019-08-15,Variable,776330,95157
35097,1066,398033,5.12,30,Closed,2022-10-23,Fixed,674802,42999
35098,46611,221543,3.75,15,Active,2020-03-23,Fixed,471044,77897
35099,27366,330798,7.28,25,Active,2019-03-17,Fixed,222760,23684
35100,19977,403322,8.23,20,Closed,2020-12-22,Fixed,125375,61649
35101,22260,448151,4.13,30,Closed,2022-12-26,Fixed,422782,69739
35102,24321,,4.66,20,Active,2023-01-02,Variable,734602,56613
35103,7498,280348,7.75,15,Active,2019-08-24,Variable,578989,20321
35104,19688,338209,9.41,25,Active,2022-05-06,Variable,278246,30027
35105,19748,176571,10.15,30,Active,2023-08-25,Fixed,244622,79867
35106,45665,359974,3.08,30,Active,2023-09-13,Fixed,662469,94605
35107,9431,366396,9.54,20,Active,2019-06-26,Variable,583633,83565
35108,39379,428634,9.47,30,Closed,2020-05-03,Fixed,213234,63145
35109,29081,294508,8.43,25,Closed,2019-03-27,Fixed,332456,66598
35110,18635,373185,4.7,30,Active,2023-10-24,Variable,280369,49521
35111,31058,263845,4.49,25,Active,2022-03-30,Fixed,127821,73813
35112,11425,304462,5.56,15,Active,2020-10-15,Fixed,738592,88445
35113,39050,479467,7.73,25,Active,2023-03-21,Fixed,214686,63790
35114,4708,493945,2.79,15,Closed,2020-12-15,Fixed,320690,88849
35115,9916,147649,7.53,15,Closed,2022-12-21,Fixed,708457,54367
35116,388,431209,7.37,20,Active,2021-02-10,Variable,211639,97005
35117,6982,,6.46,15,Active,2020-04-19,Fixed,632659,39737
35118,36214,438690,8.43,30,Active,2023-01-07,Fixed,333351,8136
35119,14225,184126,6.01,20,Active,2024-08-01,Variable,509260,22767
35120,19611,300973,4.48,25,Active,2020-10-14,Variable,775704,90875
35121,21626,424981,2.78,30,Active,2019-11-17,Variable,737516,71864
35122,23333,397792,4.79,15,Active,2023-07-26,Variable,363988,99100
35123,5208,318861,4.31,25,Active,2023-10-26,Variable,291520,16804
35124,21599,421823,7.66,30,Unknown,2022-03-04,Fixed,352260,28904
35125,39572,143030,5.95,15,Active,2024-06-25,Variable,326726,55624
35126,40760,258129,4.74,25,Active,2021-12-29,Variable,496499,88010
35127,3872,286125,6.41,20,Closed,2024-12-09,Fixed,743136,43781
35128,42247,95115,3.29,20,Active,2021-03-17,Fixed,143492,19000
35129,40291,432243,2.94,25,Active,2023-01-02,Variable,283120,78857
35130,33825,147363,3.99,25,Active,2022-07-12,Fixed,735040,71504
35131,15011,219438,10.27,20,Active,2019-11-18,Variable,433453,30643
35132,33364,116314,3.69,30,Active,2023-10-07,Variable,725775,45353
35133,6383,287355,2.83,15,Closed,2022-01-22,Fixed,129475,86853
35134,12564,399176,6.72,30,Closed,2022-03-08,Variable,119681,66328
35135,37362,283383,6.16,25,Closed,2022-08-01,Fixed,134869,70912
35136,14872,389952,7.87,15,Active,2020-12-05,Variable,118025,73783
35137,4891,296629,4.13,15,Active,2020-11-29,Variable,724184,96666
35138,44716,361469,3.49,20,Closed,2019-06-29,Fixed,429072,95154
35139,17638,89330,9.88,20,Active,2019-04-19,Variable,566152,25651
35140,22126,227299,9.34,30,Active,2025-01-13,Fixed,497456,32838
35141,12396,429786,5.95,15,Active,2024-01-15,Variable,647947,16288
35142,723,355902,5.26,30,Closed,2024-02-15,Variable,791620,70272
35143,39589,442267,9.27,30,Closed,2024-06-12,Fixed,361233,37257
35144,26835,404295,4.66,30,Active,2020-05-13,Fixed,388495,83954
35145,43886,85211,9.87,20,Active,2019-04-07,Variable,556491,78514
35146,13940,471569,8.46,25,Closed,2019-01-11,Fixed,438424,15888
35147,34985,440530,7.01,25,Active,2022-04-18,Variable,640418,21003
35148,35229,426164,4.19,15,Closed,2020-08-02,Fixed,259420,63885
35149,21782,437874,6.14,20,Closed,2020-07-13,Fixed,419369,60922
35150,35341,365752,4.96,15,Active,2023-08-02,Fixed,444415,49279
35151,39384,351087,3.6,30,Active,2021-06-07,Fixed,520910,29090
35152,38897,352956,4.4,25,Active,2020-08-03,Fixed,210795,21036
35153,13434,375869,9.37,30,Active,2020-05-26,Variable,521046,72191
35154,39090,288343,6.76,15,Closed,2019-11-15,Variable,392177,25531
35155,13599,194700,8.78,30,Closed,2024-08-18,Fixed,763975,57310
35156,39379,103028,6.28,15,Closed,2021-05-05,Variable,574381,28747
35157,15977,245956,4.63,25,Active,2022-01-24,Fixed,209913,74265
35158,10216,415232,6.32,25,Active,2022-01-04,Variable,113997,23871
35159,44781,52801,6.34,25,Closed,2023-10-04,Fixed,677566,75987
35160,1491,277684,8.59,20,Closed,2019-11-10,Variable,227692,26636
35161,19417,444085,4.22,15,Active,2020-03-29,Variable,525387,82322
35162,15172,63743,8.07,20,Closed,2024-08-01,Fixed,320411,45571
35163,36037,362354,5.59,20,Active,2024-03-21,Variable,152191,84056
35164,17109,283399,7.18,30,Active,2022-02-05,Variable,242839,90954
35165,48549,325844,7.34,15,Active,2020-12-24,Variable,432919,93293
35166,20460,450600,9.21,20,Closed,2019-09-16,Variable,375645,15733
35167,32489,150876,4.68,25,Active,2022-08-21,Variable,350327,47017
35168,32147,304926,4,15,Active,2020-10-30,Variable,157415,88203
35169,9195,377078,10.47,20,Active,2020-08-29,Variable,554362,6754
35170,3766,488806,7.31,25,Active,2020-06-01,Fixed,272596,9137
35171,30069,266224,8.51,20,Active,2024-11-27,Variable,661460,42611
35172,31487,212231,10.15,30,Active,2022-12-08,Fixed,381454,90254
35173,25393,63186,10.12,30,Active,2019-03-22,Fixed,478725,47332
35174,35600,315545,8.54,30,Active,2021-02-22,Fixed,191040,16665
35175,28804,172426,4.24,15,Active,2019-06-20,Fixed,568275,9600
35176,10339,259652,9.77,30,Active,2023-06-13,Fixed,503181,57321
35177,30609,,6.26,30,Closed,2023-03-04,Fixed,680113,51446
35178,17023,156462,3.35,15,Closed,2024-05-03,Variable,269271,79517
35179,9307,480276,2.94,15,Active,2020-03-19,Fixed,744343,95619
35180,29379,159701,3.85,15,Active,2021-02-08,Fixed,778903,58028
35181,30892,437158,2.6,15,Active,2024-12-24,Variable,666107,92190
35182,24922,110486,6.51,30,Active,2021-10-17,Variable,718117,98769
35183,17672,420123,6.08,30,Closed,2024-10-09,Variable,370737,86052
35184,18804,374102,2.67,25,Active,2021-02-03,Fixed,506079,49379
35185,46663,280889,5.94,15,Active,2020-09-01,Variable,377875,99513
35186,28778,358520,4.31,20,Active,2022-05-09,Fixed,578504,25710
35187,48510,411767,7.02,20,Closed,2020-09-13,Variable,547663,13168
35188,49954,66049,4.19,20,Active,2022-01-08,Variable,284516,21468
35189,16413,399971,7.84,25,Active,2019-03-13,Variable,231359,74863
35190,33312,452462,3.33,25,Closed,2022-07-09,Variable,501726,74868
35191,17567,112881,5.69,20,Closed,2021-01-22,Variable,485326,48450
35192,44777,66891,10.47,25,Active,2022-08-15,Variable,507047,64950
35193,23025,54957,9.1,20,Active,2020-01-09,Fixed,702869,54579
35194,23892,157333,4.7,30,Active,2019-01-18,Variable,400642,10321
35195,26944,329647,10.17,15,Active,2019-07-16,Fixed,672561,29058
35196,47301,306250,10.25,30,Active,2023-12-01,Variable,228955,17880
35197,4693,480975,8.55,30,Unknown,2023-12-12,Fixed,358057,64058
35198,1976,194326,3.7,30,Closed,2024-08-18,Variable,796451,92242
35199,8564,80573,3.78,15,Active,2019-03-19,Fixed,739935,62665
35200,13749,72342,4.33,30,Active,2023-04-26,Fixed,153534,75087
35201,28112,213719,6.28,20,Active,2025-02-03,Variable,206549,9227
35202,27731,436573,2.75,25,Active,2024-04-27,Fixed,460557,29328
35203,16375,251728,9.95,25,Active,2023-02-14,Variable,115861,46805
35204,49644,162231,2.6,15,Closed,2021-06-12,Fixed,329890,24552
35205,39760,323145,10.17,30,Closed,2019-12-13,Fixed,426619,93759
35206,3164,378611,9.9,15,Active,2022-05-22,Variable,112583,46637
35207,38307,452652,5.14,20,Active,2023-01-02,Fixed,371090,37129
35208,4659,132433,3.44,20,Closed,2023-08-23,Fixed,133850,29800
35209,31397,462687,10.23,15,Active,2020-01-14,Fixed,125578,55007
35210,19516,188473,5.21,15,Active,2019-05-28,Fixed,427939,77511
35211,395,394213,3.44,25,Closed,2020-08-26,Fixed,590167,80041
35212,2428,352696,6.52,30,Closed,2024-04-13,Fixed,280775,92476
35213,38843,89721,3.32,15,Closed,2022-04-17,Fixed,710861,56322
35214,3495,464806,3.02,15,Closed,2022-02-17,Variable,151872,50415
35215,13014,265449,8.52,25,Active,2022-08-21,Fixed,526316,32536
35216,14642,455783,4.09,25,Closed,2024-05-05,Fixed,704241,46678
35217,41465,285499,4.72,20,Closed,2021-02-02,Fixed,545856,5335
35218,16558,307968,8.57,25,Active,2023-11-27,Variable,156865,7543
35219,43071,84098,3.95,25,Closed,2024-01-21,Fixed,110203,15660
35220,30741,130378,9.16,25,Active,2024-04-04,Variable,434491,52720
35221,34607,493458,3.17,30,Closed,2020-10-30,Variable,407090,48870
35222,44151,340118,8.86,20,Active,2021-11-15,Fixed,704871,23957
35223,11741,181129,4.48,30,Active,2021-09-25,Variable,463923,36947
35224,15018,388965,7.75,20,Active,2024-07-02,Variable,629133,29447
35225,46200,470485,3.36,15,Active,2020-12-02,Variable,356043,77984
35226,41636,457789,9.23,30,Active,2023-06-09,Variable,152228,77648
35227,3997,,8.55,20,Active,2019-09-10,Variable,648500,99222
35228,41117,101480,9.11,30,Active,2021-08-15,Variable,311726,96349
35229,7057,333657,4,20,Closed,2024-05-18,Variable,499400,85983
35230,3901,477525,7.39,15,Active,2025-02-09,Fixed,391568,80712
35231,17128,378612,8.46,25,Active,2020-06-08,Fixed,755204,12520
35232,21489,421959,10.03,20,Active,2019-12-24,Fixed,437830,94205
35233,18171,191119,9.97,25,Active,2020-09-17,Fixed,542761,6036
35234,12421,189597,4.58,30,Active,2024-08-08,Fixed,691898,5250
35235,4278,454670,3.22,25,Active,2022-04-21,Variable,559414,70818
35236,1911,229213,9.94,25,Active,2024-04-11,Variable,397952,62532
35237,6959,378891,7.17,15,Closed,2019-01-13,Variable,628205,52057
35238,16262,373701,8.46,15,Closed,2020-09-05,Fixed,458629,41097
35239,5653,,8.33,20,Closed,2023-11-18,Variable,448813,20688
35240,42858,433373,3.45,30,Active,2023-01-03,Fixed,448547,23590
35241,48220,482209,8.1,30,Active,2023-04-25,Variable,357705,7338
35242,19301,191475,9.97,25,Active,2019-11-05,Variable,501832,68735
35243,4795,448387,4.88,15,Active,2024-03-19,Fixed,741301,42228
35244,9823,395440,7.57,30,Closed,2022-06-16,Variable,176954,40047
35245,15547,293067,7.87,15,Closed,2024-10-08,Fixed,707423,52493
35246,2108,97499,6.6,30,Closed,2024-01-13,Fixed,628167,25354
35247,11071,138310,3.97,30,Closed,2019-07-01,Fixed,231875,59080
35248,6477,366267,2.81,15,Active,2019-07-25,Variable,338149,73937
35249,15924,396350,4.86,15,Closed,2024-06-19,Variable,553706,82326
35250,21737,138805,8.1,20,Active,2020-09-24,Variable,298412,88585
35251,24668,160494,5.72,15,Active,2022-05-03,Fixed,227894,65624
35252,36556,245501,6.48,30,Closed,2019-05-20,Fixed,275137,58896
35253,24580,328212,5.75,25,Active,2021-08-21,Variable,770405,65200
35254,39052,431928,6.36,25,Closed,2020-06-28,Fixed,632872,8549
35255,20493,242668,5.59,20,Closed,2024-04-16,Fixed,587165,93646
35256,28221,252807,5.79,30,Closed,2022-04-02,Variable,349042,65834
35257,16798,194864,9.55,20,Active,2023-04-21,Fixed,481292,33362
35258,36131,148977,6.67,15,Closed,2023-12-08,Fixed,700668,59400
35259,9127,187922,7.84,20,Closed,2020-02-20,Fixed,473116,13799
35260,19089,173186,10.15,25,Closed,2020-10-12,Variable,777774,90083
35261,6133,216846,3.24,15,Active,2023-07-27,Fixed,667211,53764
35262,41808,247815,9.69,15,Active,2019-01-03,Variable,170872,53273
35263,40440,467164,5.07,15,Active,2022-05-04,Variable,160388,37369
35264,8633,126697,5.18,25,Closed,2020-07-24,Variable,355289,20960
35265,18638,,6.47,25,Closed,2019-09-28,Variable,766613,48956
35266,16458,454823,5.33,30,Closed,2024-04-03,Variable,301586,68318
35267,22631,156132,7.32,20,Closed,2019-12-02,Fixed,521795,80913
