Payment_ID,Loan_ID,Payment_date,Payment_Amount,Late_Payment,Payment_Method,Remaining_Balance,Interest_Paid,Principal_Paid,Fees_Charged
36046,23097,2021-05-25 0:00,4177,No,Check,153666,383.26,1020,69.13
36047,7050,2019-01-29 0:00,2548,No,Cash,137597,332.98,940,0.9
36048,16195,2019-03-29 0:00,1643,No,Credit Card,112679,174.72,214,14.49
36049,1027,2022-11-30 0:00,3460,No,Credit Card,0,480.9,2121,88.26
36050,9525,2023-07-04 0:00,1873,No,Bank Transfer,191537,341.02,2576,84.55
36051,11704,2022-03-25 0:00,4155,No,Cash,6170,265.14,1084,42.84
36052,46242,2020-04-30 0:00,1461,No,Check,69132,215.59,1750,47.05
36053,47540,2023-04-26 0:00,3402,No,Cash,31525,161.74,1994,36.37
36054,6146,2024-12-30 0:00,2716,Yes,Bank Transfer,140445,207.88,2352,4.48
36055,9040,2024-04-07 0:00,1716,No,Cash,63156,434.14,420,80.11
36056,20492,2024-12-09 0:00,3208,No,Check,107849,222.81,1586,15.32
36057,181,2020-12-25 0:00,726,Yes,Cash,0,196.18,2425,91.8
36058,2614,2022-11-02 0:00,4823,No,Bank Transfer,0,174.63,1735,1.42
36059,30969,2022-05-26 0:00,3686,No,Credit Card,119972,404.39,1920,62.88
36060,35346,2021-01-27 0:00,2107,No,Check,120319,88.44,487,92.07
36061,22990,2022-01-02 0:00,2747,No,Check,19764,343.1,2362,50.72
36062,17352,2021-03-09 0:00,1605,No,Cash,109579,272.4,1661,51.18
36063,37490,2019-06-27 0:00,1500,No,Cash,199451,317.8,1004,87.44
36064,26232,2020-12-15 0:00,4539,No,Bank Transfer,108499,486.88,1742,54.06
36065,6682,2019-10-01 0:00,787,Yes,Credit Card,168044,65.02,772,10.88
36066,44404,2021-01-24 0:00,1803,No,Bank Transfer,0,83.94,767,56.87
36067,30310,2019-05-16 0:00,816,No,Bank Transfer,0,291.28,1473,85.06
36068,2093,2020-07-26 0:00,1296,No,Bank Transfer,196893,124.12,2137,69.7
36069,7966,2022-05-27 0:00,4828,No,Credit Card,0,175.38,1007,1.72
36070,31576,2025-02-06 0:00,2764,No,Credit Card,196560,343.43,2359,89.54
36071,31751,2019-01-08 0:00,1273,No,Check,0,456.93,1520,39.66
36072,5613,2021-12-28 0:00,1811,No,Credit Card,0,195.69,914,13.93
36073,19022,2024-09-25 0:00,3396,No,Check,125355,71.47,2634,92.01
36074,2911,2023-08-18 0:00,3654,No,Credit Card,0,366.42,388,62.05
36075,49099,2021-06-02 0:00,1287,Yes,Credit Card,63951,165.55,2888,47.16
36076,14588,2024-02-06 0:00,3060,No,Check,39763,139.11,2197,59.38
36077,47653,2023-01-02 0:00,4047,No,Credit Card,113453,120.06,2544,10.63
36078,18875,2020-06-10 0:00,1933,No,Bank Transfer,173605,430.16,2385,69.6
36079,33656,2024-02-26 0:00,4458,No,Credit Card,0,187.66,2036,74.63
36080,22086,2024-11-13 0:00,1020,No,Bank Transfer,171427,192.8,473,96.67
36081,23638,2019-03-23 0:00,2725,No,Cash,143796,498.76,2650,39.5
36082,25272,2019-02-19 0:00,1061,Yes,Bank Transfer,111289,194.72,2193,5.28
36083,36817,2021-10-15 0:00,2658,Yes,Bank Transfer,61895,367.72,2226,44.22
36084,41658,2024-08-28 0:00,4574,No,Credit Card,25685,323.09,2842,53.91
36085,33147,2020-01-14 0:00,1863,Yes,Cash,158714,312.51,2076,24.49
36086,19501,2020-01-02 0:00,1627,No,Cash,173496,191.79,1738,35.9
36087,8443,2019-01-24 0:00,2008,No,Credit Card,46747,237.24,2636,6.4
36088,38048,2020-10-29 0:00,3418,No,Cash,155264,192.02,1072,33.07
36089,740,2020-09-09 0:00,939,No,Bank Transfer,0,444.15,1869,2.44
36090,7076,2019-08-10 0:00,515,Yes,Check,0,121.82,2518,87.02
36091,49795,2021-07-24 0:00,1916,No,Bank Transfer,41364,55.69,1979,66.61
36092,48185,2022-08-05 0:00,1552,No,Check,0,147.63,2007,32.9
36093,19792,2022-07-20 0:00,1236,No,Credit Card,15043,301.7,2322,68.72
36094,12591,2025-01-31 0:00,1292,No,Check,90302,452.98,1827,83.06
36095,4105,2019-10-16 0:00,3019,No,Check,0,478.78,788,73.31
36096,6019,2023-05-22 0:00,4425,Yes,Bank Transfer,36720,419.8,401,68.26
36097,32483,2024-02-08 0:00,4877,No,Cash,86498,448.22,2425,20.15
36098,12523,2021-05-15 0:00,1446,No,Check,1447,170.43,1991,73.54
36099,926,2023-06-18 0:00,1185,No,Credit Card,0,241.98,2509,78.05
36100,5497,2024-07-11 0:00,1932,Yes,Bank Transfer,192896,337.49,1029,31.09
36101,30816,2019-03-22 0:00,585,No,Cash,0,130.41,819,34.89
36102,26749,2024-05-11 0:00,3043,No,Bank Transfer,151683,90.69,955,4.18
36103,45870,2021-09-28 0:00,4023,No,Credit Card,66382,119.21,1372,32.78
36104,21411,2019-11-15 0:00,683,No,Check,147238,314.82,2233,52.35
36105,30355,2022-02-13 0:00,543,Yes,Credit Card,34524,304.98,789,77.43
36106,20257,2024-05-26 0:00,3403,Yes,Bank Transfer,86237,280.65,2097,6.66
36107,6336,,2771,Yes,Cash,0,231.25,318,85.76
36108,25908,2022-07-25 0:00,3912,No,Cash,118592,91.14,2573,16.31
36109,32088,2023-02-22 0:00,4772,No,Cash,11297,370.22,1853,85.93
36110,29408,2021-04-01 0:00,1322,No,Check,12506,484.57,2078,60.79
36111,44280,2024-06-15 0:00,4042,No,Bank Transfer,0,430.43,2870,90.35
36112,28896,2020-08-03 0:00,2360,No,Credit Card,0,388.28,653,59.25
36113,44802,2025-01-26 0:00,2127,No,Bank Transfer,0,79.3,2796,39.94
36114,42200,2021-12-23 0:00,943,Yes,Cash,29596,395,606,66.53
36115,49437,2022-05-27 0:00,4096,Yes,Check,103896,269.28,1840,62.39
36116,27450,2022-08-19 0:00,1341,No,Check,34544,249.89,1342,37.53
36117,11842,2024-01-10 0:00,1090,No,Cash,16561,65.75,1196,91.1
36118,22845,2021-04-04 0:00,1450,No,Cash,0,328.95,875,22.11
36119,14178,2022-02-11 0:00,3854,No,Check,47092,67.06,739,30.95
36120,21536,2024-12-24 0:00,647,Yes,Cash,125472,415.25,1253,78.95
36121,42171,2019-06-22 0:00,2145,No,Cash,0,323.91,2307,58.37
36122,49392,2023-10-17 0:00,4060,No,Check,0,180.81,2354,25.74
36123,1407,2024-10-10 0:00,4988,Yes,Credit Card,0,82.02,1434,62.4
36124,26953,2022-07-30 0:00,774,No,Credit Card,0,366.41,1546,53.03
36125,10292,2019-04-03 0:00,1622,Yes,Credit Card,0,197.26,305,83.49
36126,26033,2020-07-05 0:00,4927,Yes,Credit Card,161510,147.73,1610,20.36
36127,37317,2023-07-08 0:00,2770,No,Cash,162513,239.48,983,12.63
36128,3459,2020-09-12 0:00,3484,Yes,Check,0,344.19,728,27.46
36129,1404,2022-05-29 0:00,1513,No,Bank Transfer,0,422.27,1366,39.56
36130,14302,2021-07-28 0:00,3833,No,Credit Card,7551,181.65,558,47.43
36131,49649,2023-05-05 0:00,1917,Yes,Cash,0,495.09,1949,60.75
36132,47524,2021-04-16 0:00,,No,Credit Card,0,338.22,438,65.06
36133,38019,2024-05-17 0:00,3415,No,Credit Card,0,179.79,885,59.38
36134,25573,2022-06-01 0:00,4016,Yes,Check,0,148.78,1809,70.33
36135,19235,2023-11-20 0:00,1661,No,Check,134312,281.2,1660,20.82
36136,33016,2024-12-28 0:00,1923,No,Cash,38993,83.49,1222,48.73
36137,22504,2022-11-18 0:00,1307,No,Bank Transfer,152719,152.96,2652,56.89
36138,13319,2024-07-18 0:00,3755,No,Check,0,175.68,1650,57.89
36139,19421,2021-01-22 0:00,4641,No,Check,10336,390.84,573,46.12
36140,951,2020-03-15 0:00,2623,Yes,Check,90931,402.78,1029,17.22
36141,13158,2022-07-16 0:00,4072,No,Bank Transfer,73991,381.55,1781,33.98
36142,17165,2019-04-08 0:00,743,Yes,Bank Transfer,141449,112.91,2306,50.82
36143,11264,2021-10-19 0:00,4813,Yes,Credit Card,0,161.37,830,41.12
36144,19841,2024-10-08 0:00,2200,No,Check,0,389.32,1400,31.63
36145,9104,2022-05-18 0:00,2562,No,Credit Card,38879,475.4,2596,70.76
36146,36242,2022-10-03 0:00,2506,No,Cash,0,329.01,499,8.19
36147,49843,2019-12-03 0:00,932,No,Credit Card,135419,237.81,714,51.02
36148,43792,2019-06-23 0:00,1160,No,Credit Card,60443,419.13,1466,96.95
36149,34745,2021-02-19 0:00,3020,No,Check,0,206.46,1421,49.72
36150,24482,2021-12-24 0:00,4444,No,Check,158912,415.35,991,24.94
36151,47660,2021-08-28 0:00,3940,No,Bank Transfer,0,339.24,1478,42.21
36152,21596,2020-03-09 0:00,1845,Yes,Check,108086,399.42,820,54.09
36153,36615,2021-01-28 0:00,3230,No,Cash,165740,190.84,930,86.85
36154,6848,2022-10-17 0:00,3502,No,Cash,0,173.96,2401,32.63
36155,9303,2023-11-02 0:00,732,Yes,Check,59627,314.25,1628,48.89
36156,33382,2019-06-07 0:00,3406,No,Bank Transfer,121226,276.97,2715,53.4
36157,25930,2019-11-03 0:00,4228,No,Cash,63877,112.8,1106,25.01
36158,30867,2019-01-08 0:00,4284,No,Cash,25265,237.06,1521,43.8
36159,25299,2022-07-01 0:00,2117,No,Bank Transfer,0,151.23,2622,9.68
36160,49896,2023-05-14 0:00,2869,No,Bank Transfer,128919,237.96,1117,40.35
36161,25894,2023-08-05 0:00,3513,No,Cash,83187,485.95,244,76.26
36162,48188,2022-03-04 0:00,1407,No,Bank Transfer,0,333.56,2949,99.54
36163,27832,2024-03-24 0:00,2913,No,Check,70946,363.49,1329,71.68
36164,19254,2023-11-11 0:00,4526,Yes,Credit Card,0,378.82,2568,29.47
36165,23755,2024-12-03 0:00,4865,No,Cash,171857,144.67,2995,0.84
36166,4824,2021-06-25 0:00,1153,No,Cash,81812,119.43,2481,71.39
36167,3241,2020-12-11 0:00,4766,No,Bank Transfer,0,317.62,1827,63.13
36168,5634,2019-06-15 0:00,4738,No,Cash,0,161.16,877,79.4
36169,38165,2021-10-28 0:00,1699,No,Check,58781,84.9,2298,40.8
36170,8617,2022-09-13 0:00,543,No,Credit Card,105760,306.68,1972,59.08
36171,41976,2022-08-18 0:00,3350,No,Bank Transfer,0,494.56,2844,21.32
36172,12373,2020-03-04 0:00,1432,No,Check,37836,492.7,1790,93.6
36173,33689,2022-08-03 0:00,3416,Yes,Cash,32956,238.32,1591,99.62
36174,29524,2023-03-05 0:00,4476,No,Cash,36222,388.48,313,18.11
36175,29458,2021-09-23 0:00,2966,No,Bank Transfer,57519,489.29,2866,53.51
36176,39307,2023-12-31 0:00,3739,Yes,Credit Card,50459,369.54,2576,36.42
36177,37543,2023-10-03 0:00,970,No,Check,4669,144.84,2252,34.15
36178,17027,2024-03-18 0:00,,No,Credit Card,81354,68.64,1584,64.85
36179,37796,2020-07-11 0:00,2514,No,Check,0,50.42,1534,99.34
36180,4037,2024-12-26 0:00,4623,No,Cash,15835,337.98,2793,18.6
36181,28494,2022-01-26 0:00,1761,No,Cash,132005,297.42,1482,69.14
36182,5195,2022-10-14 0:00,2653,No,Check,83397,91.62,1223,39.86
36183,6640,2023-10-20 0:00,3443,No,Check,1694,383.36,2380,87.37
36184,34436,2022-12-05 0:00,4685,No,Credit Card,114659,350.64,771,9.59
36185,42552,2022-05-13 0:00,3333,No,Credit Card,36520,171.12,2991,26.97
36186,36904,2024-01-07 0:00,4326,Yes,Check,49265,413.48,2179,39.26
36187,29114,2024-07-08 0:00,550,Yes,Bank Transfer,0,83.01,1714,60.92
36188,12021,2019-07-29 0:00,2285,No,Credit Card,95584,84.96,1700,70.27
36189,26349,2019-11-28 0:00,1030,Yes,Cash,0,232.09,2806,65.25
36190,44327,2024-09-24 0:00,2188,No,Credit Card,0,325.73,2155,52.26
36191,5113,2024-05-03 0:00,1690,No,Credit Card,0,123.04,1650,74.11
36192,35527,2019-09-22 0:00,2848,No,Cash,180818,185.23,2788,14.21
36193,17679,2024-07-31 0:00,3681,Yes,Bank Transfer,25445,494.51,2533,3.41
36194,33634,2023-04-27 0:00,,No,Credit Card,26653,434.22,1374,84.73
36195,43736,2019-02-19 0:00,4851,No,Check,171466,488.33,2098,55.35
36196,17462,,1574,Yes,Credit Card,14087,68.01,848,48.59
36197,33323,2022-08-23 0:00,4468,No,Cash,65784,278.18,2419,66.93
36198,21971,2020-10-26 0:00,2975,Yes,Credit Card,193955,321.98,1629,17.79
36199,46612,2024-10-30 0:00,3054,Yes,Bank Transfer,0,254.74,2642,91.87
36200,35234,2021-04-15 0:00,4841,No,Bank Transfer,116290,386.64,943,0.3
36201,43798,2019-03-20 0:00,1027,Yes,Credit Card,25234,431.92,172,86.53
36202,13721,2021-08-21 0:00,4542,Yes,Bank Transfer,163265,361.65,2616,83.53
36203,45199,2022-10-05 0:00,3486,Yes,Bank Transfer,0,120.74,943,94.05
36204,6914,2025-01-21 0:00,2160,Yes,Bank Transfer,0,71.23,1390,4.08
36205,10398,2021-04-03 0:00,1184,No,Bank Transfer,6467,232.6,2806,63.74
36206,2764,2024-06-19 0:00,603,No,Cash,3254,377.86,1810,7.92
36207,40487,2024-04-19 0:00,3647,Yes,Bank Transfer,48747,223.86,1301,82.76
36208,15702,2024-02-18 0:00,674,No,Credit Card,67036,63.02,1779,50.64
36209,45193,2022-12-23 0:00,4084,Yes,Credit Card,101994,150.39,570,11.91
36210,18760,2020-07-19 0:00,1614,Yes,Credit Card,173382,418.82,2709,18.71
36211,32530,2020-02-05 0:00,3699,No,Cash,142012,488.25,1803,38.36
36212,8746,2020-02-21 0:00,1436,No,Bank Transfer,136861,106.05,2065,37.1
36213,29228,2021-10-25 0:00,1529,No,Bank Transfer,163828,378.65,1962,63.02
36214,36085,2023-10-27 0:00,1201,No,Check,30049,254.83,794,7.1
36215,9376,2020-01-31 0:00,3561,Yes,Cash,107299,404.49,1392,94.51
36216,13748,2020-07-27 0:00,825,No,Bank Transfer,93826,54.75,778,6.63
36217,47453,2020-06-01 0:00,3590,No,Check,0,456.91,1938,1.67
36218,36987,2023-02-06 0:00,2354,No,Bank Transfer,0,163.03,2443,10.37
36219,23392,2020-06-29 0:00,2568,No,Check,73511,444.41,572,27.16
36220,17112,2021-02-25 0:00,3114,No,Credit Card,66338,117.61,690,98.88
36221,4162,2020-04-17 0:00,4899,No,Credit Card,0,96.79,338,32.58
36222,8271,,556,No,Credit Card,38717,438.46,2631,21.65
36223,45554,2024-11-15 0:00,1556,No,Credit Card,37199,267.54,932,89.5
36224,19165,2019-11-04 0:00,901,Yes,Check,49157,281.73,409,11.51
36225,244,2020-12-18 0:00,4268,No,Credit Card,0,444.32,2352,4.6
36226,5538,2023-09-14 0:00,1938,No,Credit Card,0,133.66,2463,87.34
36227,26217,2019-06-26 0:00,3113,Yes,Credit Card,181687,493.17,647,5.8
36228,7028,2019-06-08 0:00,2804,Yes,Cash,121122,375.47,733,64.66
36229,38302,2020-11-19 0:00,4790,No,Bank Transfer,117987,89.52,1618,83.55
36230,4251,2023-04-21 0:00,1472,No,Credit Card,0,284.5,2232,16.01
36231,32730,2022-04-24 0:00,1503,No,Check,33957,416.24,2566,78.23
36232,39164,2024-02-21 0:00,1301,No,Check,139356,271.28,2812,11.67
36233,8535,2024-09-23 0:00,3165,No,Check,54010,248.44,2158,69.26
36234,6942,2025-01-29 0:00,3333,No,Check,79171,194.52,348,21.49
36235,39110,2025-01-02 0:00,3881,No,Bank Transfer,0,74.49,2538,77.86
36236,48455,2021-01-23 0:00,2585,No,Check,0,377.01,2082,97.07
36237,44333,2020-11-02 0:00,4417,No,Check,0,54.51,2457,26.94
36238,30264,2019-05-04 0:00,1195,No,Cash,138419,361.46,2258,38.32
36239,28542,2021-07-19 0:00,3645,No,Check,175769,80.82,1493,31.51
36240,1414,2021-11-13 0:00,1298,Yes,Bank Transfer,0,190.93,342,83.22
36241,31333,2022-06-05 0:00,2417,Yes,Credit Card,114516,338.65,2019,92.61
36242,7291,2024-10-10 0:00,2861,No,Check,39088,362.45,210,42.57
36243,41621,2022-07-20 0:00,2093,Yes,Cash,0,187.9,295,54.32
36244,9170,2023-04-13 0:00,3134,Yes,Check,0,271.22,219,79.05
36245,3759,2021-10-22 0:00,1632,No,Check,0,170.76,523,19
36246,1097,2020-03-16 0:00,4890,No,Check,0,499.25,1545,24.67
36247,37361,2022-04-02 0:00,2264,No,Bank Transfer,171024,250.57,118,19.02
36248,46063,2021-06-24 0:00,4612,Yes,Bank Transfer,193349,176.74,836,69.1
36249,2734,2023-02-20 0:00,4826,Yes,Credit Card,0,260.3,892,44.78
36250,39933,2020-07-18 0:00,1451,Yes,Check,118376,89.26,1278,63.51
36251,22573,2023-05-28 0:00,3766,No,Credit Card,54217,266.14,806,40.27
36252,36481,2023-11-12 0:00,1947,No,Cash,0,215.02,1884,30.58
36253,38848,2024-09-05 0:00,3124,No,Check,11430,154.25,1920,56.51
36254,37400,2019-06-25 0:00,2198,Yes,Cash,0,211.7,417,22.22
36255,21691,2025-02-23 0:00,1632,No,Bank Transfer,155866,356.46,2630,25.97
36256,7185,2020-04-01 0:00,3153,No,Cash,60451,285.84,673,8.53
36257,47581,2020-12-05 0:00,3965,No,Bank Transfer,134392,316.79,1082,55.56
36258,21063,2020-05-13 0:00,685,No,Credit Card,144796,243.27,2035,60.37
36259,32504,2019-10-27 0:00,622,No,Credit Card,28552,266.4,260,51.1
36260,43389,2021-06-12 0:00,4794,Yes,Bank Transfer,72642,341.94,2543,54.67
36261,19407,2024-06-21 0:00,1148,No,Bank Transfer,71187,289.92,1405,35.91
36262,35130,2021-12-17 0:00,2106,No,Bank Transfer,121716,191.77,1897,82.48
36263,2241,2022-10-16 0:00,3046,No,Credit Card,0,292.63,2285,85.36
36264,30420,2022-08-19 0:00,1238,No,Bank Transfer,183122,75.7,1272,33.13
36265,7232,2022-02-24 0:00,858,No,Credit Card,82588,68.12,2521,41.79
36266,32507,2023-07-06 0:00,3273,No,Cash,46633,133.52,2563,29.98
36267,24595,2021-12-02 0:00,3011,Yes,Cash,73961,201.95,120,35
36268,21369,2022-10-20 0:00,4202,Yes,Credit Card,0,407.55,1895,21.01
36269,38552,2019-09-28 0:00,4641,No,Check,0,467.31,1168,23.9
36270,41815,2023-09-20 0:00,792,No,Cash,157452,267.25,1251,57.57
36271,43184,2019-10-03 0:00,645,No,Bank Transfer,154143,489.18,2849,5.02
36272,29484,2023-12-16 0:00,2607,No,Bank Transfer,78198,441.32,371,80.2
36273,19433,2021-07-09 0:00,1508,No,Bank Transfer,101852,412.45,914,72.64
36274,7030,2020-09-05 0:00,2293,No,Bank Transfer,78741,191.68,2423,93.35
36275,6752,2024-01-05 0:00,519,Yes,Bank Transfer,156264,383.14,552,58.84
36276,26072,2023-02-08 0:00,3599,No,Credit Card,90342,397.19,971,34.36
36277,13209,2021-04-17 0:00,4401,Yes,Bank Transfer,146348,100.96,2323,82.85
36278,1433,2022-11-15 0:00,1096,No,Cash,0,251.78,320,59.46
36279,40387,2020-01-25 0:00,3802,No,Cash,0,318.06,2328,96.09
36280,11189,2019-06-26 0:00,3440,No,Bank Transfer,98991,400.6,529,73.71
36281,41025,2023-05-03 0:00,3288,No,Check,0,191.24,635,39.73
36282,37088,2022-02-24 0:00,1209,No,Cash,58973,476.2,2718,49
36283,48718,2021-02-12 0:00,2661,Yes,Cash,105570,459.57,2897,95.32
36284,31156,2019-09-23 0:00,798,No,Check,167258,480.16,395,81.18
36285,9420,2020-09-17 0:00,4047,No,Bank Transfer,170069,369.58,205,36.24
36286,33672,2024-12-14 0:00,916,No,Cash,0,189.5,513,70.52
36287,48677,2022-12-15 0:00,2786,No,Cash,26193,410.68,1779,22.88
36288,14630,2022-04-30 0:00,4766,Yes,Credit Card,50059,448.76,1032,26.59
36289,9377,2021-10-27 0:00,1789,No,Check,115296,53.24,2408,70.32
36290,33940,2021-01-04 0:00,1854,No,Check,0,324.81,1646,79.26
36291,35307,2021-09-29 0:00,2128,Yes,Check,65799,214.92,1885,67.99
36292,40708,2019-07-24 0:00,1707,No,Bank Transfer,0,390.55,2047,7.12
36293,12659,2019-12-23 0:00,3798,No,Bank Transfer,105516,497.35,1094,44.45
36294,48751,2022-03-13 0:00,1600,No,Cash,74871,124.89,1985,16.86
36295,16113,2022-05-31 0:00,3184,No,Bank Transfer,92158,94.27,991,89.7
36296,46549,2024-03-08 0:00,2763,No,Credit Card,0,417.71,604,10.54
36297,44015,2022-10-28 0:00,3367,No,Bank Transfer,0,311.16,1473,10.14
36298,37124,2021-09-05 0:00,726,No,Cash,0,181.09,1842,14.41
36299,1351,,1004,Yes,Bank Transfer,0,493.12,352,10.54
36300,36609,2023-05-09 0:00,1306,No,Credit Card,28637,388.22,2610,8.3
36301,40173,2020-04-23 0:00,1262,No,Check,94295,480.5,1701,4.55
36302,28337,2024-07-19 0:00,3686,No,Check,175069,214.79,154,60.14
36303,47914,2022-12-08 0:00,2578,Yes,Cash,82123,141.45,2960,48.83
36304,30987,2023-09-10 0:00,4068,Yes,Check,34408,372.51,2613,82.45
36305,8656,2019-07-07 0:00,3716,No,Check,139799,330.64,857,17.45
36306,25631,2022-07-08 0:00,2212,No,Cash,168656,303.61,1476,38.9
36307,18045,2024-02-26 0:00,,Yes,Cash,86912,205.63,1617,36.7
36308,38520,2024-01-15 0:00,4433,No,Check,136873,96.82,1463,90.69
36309,27633,2023-06-04 0:00,3904,Yes,Cash,0,187.5,2573,93.86
36310,45387,2020-10-02 0:00,3283,Yes,Credit Card,126017,211,1414,47.8
36311,39118,2021-07-13 0:00,723,No,Credit Card,32461,347.15,1900,64.07
36312,2334,2019-12-27 0:00,2508,No,Credit Card,0,336.9,2070,81.46
36313,35129,2019-10-19 0:00,2201,Yes,Credit Card,166636,128.61,1712,29.24
36314,23071,2024-05-06 0:00,941,No,Bank Transfer,198541,145.96,1429,93.27
36315,16302,2019-05-31 0:00,507,No,Check,0,364.62,472,44.87
36316,8109,2024-03-11 0:00,4039,No,Credit Card,74906,210.49,2195,45.57
36317,15427,2020-10-09 0:00,962,No,Bank Transfer,49108,420.27,239,9.27
36318,22040,2021-10-09 0:00,554,No,Bank Transfer,71656,80.8,2400,12.12
36319,34887,2020-07-14 0:00,3380,No,Check,2823,222.33,924,96.17
36320,22662,2023-08-28 0:00,1583,Yes,Credit Card,74406,138.99,418,19.9
36321,47862,2022-06-11 0:00,3860,No,Cash,0,208.75,2628,80.74
36322,40337,2021-10-01 0:00,3782,No,Bank Transfer,198446,286.82,1313,62.58
36323,22161,2021-01-10 0:00,1450,No,Cash,110749,362.59,2737,15.49
36324,38601,2024-10-24 0:00,,No,Bank Transfer,72974,385.71,1799,2.81
36325,16854,2021-12-14 0:00,838,No,Bank Transfer,121826,227.1,2909,31.58
36326,8054,2020-12-05 0:00,2915,No,Check,17071,120.18,124,28.41
36327,17051,2020-01-14 0:00,3121,No,Credit Card,69998,361.17,2294,89.36
36328,45889,2024-09-18 0:00,2790,No,Bank Transfer,0,288.85,677,57.05
36329,22740,2021-11-20 0:00,4964,No,Bank Transfer,192471,282.71,396,8.59
36330,26370,2019-06-25 0:00,4827,No,Bank Transfer,0,230.82,1039,58.29
36331,19466,2019-04-27 0:00,3563,No,Cash,112132,396.3,963,93.4
36332,30612,2021-04-30 0:00,3754,No,Cash,0,120.07,2988,9.65
36333,41960,2022-08-04 0:00,1740,No,Bank Transfer,0,448.99,2947,53.36
36334,9913,2021-03-22 0:00,3934,No,Credit Card,193444,140.71,865,26
36335,384,2024-12-25 0:00,966,No,Credit Card,0,112.72,2081,42.83
36336,13477,2021-12-01 0:00,681,No,Check,87572,110.52,2582,58.47
36337,44469,2019-11-15 0:00,1832,No,Bank Transfer,0,379.57,614,94.17
36338,6710,2024-10-12 0:00,3393,No,Credit Card,115519,283.93,585,34.66
36339,5031,2019-03-20 0:00,4168,No,Credit Card,0,387.75,1493,2.81
36340,17263,2024-03-29 0:00,4365,No,Cash,90564,366.68,2473,15.6
36341,36409,2023-12-24 0:00,4490,No,Bank Transfer,34693,194.91,1786,9.66
36342,40526,2024-12-23 0:00,3151,No,Bank Transfer,0,108.47,2472,83.61
36343,18972,2022-12-16 0:00,4232,No,Cash,52708,335.46,1447,9.29
36344,19342,2022-01-25 0:00,4025,Yes,Cash,79076,288.98,202,82.53
36345,36981,2019-07-07 0:00,4132,No,Bank Transfer,24426,438.23,2966,59.15
36346,45761,2022-07-06 0:00,1563,No,Bank Transfer,75233,217.85,1494,17.18
36347,47564,2021-12-28 0:00,4410,No,Cash,52236,237.46,271,41.3
36348,12641,2021-07-24 0:00,605,Yes,Check,19806,485.19,566,89.99
36349,36024,2022-02-08 0:00,1423,Yes,Cash,170620,237.96,2084,74.07
36350,35596,2021-11-11 0:00,,Yes,Cash,193738,76.96,1664,2.23
36351,2199,2022-09-15 0:00,3357,No,Check,71872,129.61,2213,44.89
36352,13843,2019-09-02 0:00,3816,Yes,Bank Transfer,18743,107.82,2502,72.85
36353,31355,2024-11-25 0:00,1501,No,Check,158652,153.82,1941,12.84
36354,19904,2021-03-22 0:00,696,No,Bank Transfer,115397,354.91,526,35.13
36355,5498,2023-02-21 0:00,2721,No,Credit Card,147991,447.61,2767,0.91
36356,22402,2024-03-08 0:00,2537,No,Credit Card,100908,134.65,1017,60.11
36357,655,2024-05-07 0:00,4875,No,Bank Transfer,0,161.27,1430,58.26
36358,42545,2022-10-28 0:00,3900,No,Credit Card,18016,362.37,2560,84.98
36359,16716,2024-12-17 0:00,4264,Yes,Cash,76555,63.3,1164,13.32
36360,32189,2022-09-03 0:00,2759,No,Check,170943,242.12,1169,4.63
36361,39390,2022-11-11 0:00,3342,No,Check,0,401.7,2226,75.95
36362,7552,2023-07-15 0:00,3663,No,Bank Transfer,124915,454.69,486,23.81
36363,20440,2020-09-17 0:00,1846,No,Check,80978,350.71,2722,94.92
36364,10319,2019-08-26 0:00,1625,No,Bank Transfer,82692,379.36,617,9.05
36365,21219,,3109,No,Cash,46297,231.69,1299,21.31
36366,20605,2024-06-15 0:00,1194,Yes,Credit Card,139158,127.23,1288,14.44
36367,15511,2020-11-29 0:00,3822,Yes,Cash,175596,264.1,193,27.68
36368,1938,2023-09-20 0:00,959,No,Cash,0,125.89,2536,50.68
36369,32581,2022-03-26 0:00,4378,Yes,Bank Transfer,110602,364.38,2149,33.44
36370,7156,2019-05-16 0:00,1550,No,Cash,60930,128.11,2329,69.13
36371,48627,2020-07-11 0:00,1693,No,Credit Card,111869,286.13,1257,79.14
36372,25431,2019-12-07 0:00,3401,No,Credit Card,187452,398.27,2593,8.99
36373,33214,2019-03-18 0:00,4828,Yes,Cash,76500,159.1,256,63.73
36374,41855,2024-05-17 0:00,1832,No,Check,37282,249.73,1407,11.97
36375,49355,2022-12-14 0:00,4690,No,Check,0,139.38,1069,26.49
36376,35478,2022-09-21 0:00,1718,No,Bank Transfer,87337,462.04,1387,96.53
36377,43665,2023-06-12 0:00,2913,No,Credit Card,84502,415.93,1480,80.78
36378,13400,2023-01-31 0:00,1034,No,Credit Card,14130,341.9,2781,47.27
36379,22094,2023-07-10 0:00,1752,No,Credit Card,0,209.58,1112,91.3
36380,35824,2020-09-12 0:00,2824,Yes,Bank Transfer,60203,302.07,1627,63.77
36381,9755,2022-02-20 0:00,2295,No,Credit Card,134838,95.58,1278,6.78
36382,49921,2019-12-13 0:00,3634,No,Check,0,427.58,744,18.1
36383,24097,2020-02-22 0:00,3624,Yes,Credit Card,0,271.93,482,21.19
36384,37133,2022-09-13 0:00,2293,No,Cash,190341,146.93,1368,69.37
36385,22843,2024-03-01 0:00,743,Yes,Credit Card,138452,235.03,2722,29.82
